-1975526,-4086.73267326733
-1947600,
-1919736,
-2003728,
-1837432,
-2089710,
-1975586,
-1919820,
-1783720,
-1810430,
-1864760,
-1678406,
-1947572,
-1601628,
-1810510,
-1627046,
-1783612,
-1730688,
-1576450,
-1502110,
-1526602,
-1704452,
-1652658,
-1627096,
-1730534,
-1501912,
-1652610,
-1551466,
-1477548,
-1453332,
-1358558,
-1704468,
-1576468,
-1576420,
-1601648,
-1626958,
-1576458,
-1429308,
-1704420,
-1477668,
-1627048,
-1289448,
-1453388,
-1477526,
-1429460,
-1502008,
-1477518,
-1429390,
-1477506,
-1502008,
-1477514,
-1289386,
-1358470,
-1335284,
-1222310,
-1156838,
-1335350,
-1335306,
-1405426,
-1381868,
-1289486,
-1335300,
-1222258,
-1358450,
-1312268,
-1335306,
-1526668,
-1429314,
-1222262,
-1312284,
-1200170,
-1244508,
-1244452,
-1072458,
-1200282,
-1156834,
-1011186,
-1289452,
-1429256,
-1135338,
-1222330,
-1222140,
-1114190,
-1051824,
-1011122,
-1093082,
-1031352,
-1072410,
-1114188,
-1200234,
-1135372,
-1135464,
-1093126,
-1156910,
-1051676,
-1156850,
-1114116,
-1156762,
-1135470,
-951708,
-932250,
-932134,
-1072420,
-1031402,
-1011072,
-971348,
-1114110,
-820012,
-820016,
-913028,
-875280,
-1093076,
-1011160,
-802098,
-894060,
-1200266,
-838278,
-951840,
-913108,
-875286,
-913118,
-894140,
-820120,
-1011150,
-856602,
-766562,
-856702,
-1051780,
-894088,
-894136,
-932376,
-875306,
-894058,
-1011162,
-856624,
-856672,
-617088,
-784264,
-856770,
-913140,
-784206,
-856636,
-838196,
-838220,
-698186,
-784190,
-951720,
-698106,
-732064,
-555808,
-1031396,
-838180,
-732042,
-632924,
-681528,
-714988,
-649014,
-469926,
-601496,
-714906,
-698088,
-749218,
-617150,
-698214,
-766688,
-714986,
-648894,
-698148,
-932206,
-749222,
-632914,
-801966,
-648918,
-648938,
-632948,
-456348,
-601528,
-698158,
-665048,
-497858,
-749190,
-714900,
-749090,
-443028,
-469950,
-617152,
-698054,
-429742,
-541090,
-632892,
-617112,
-601454,
-391368,
-749336,
-497916,
-617094,
-570804,
-555836,
-586054,
-354678,
-555802,
-483794,
-541052,
-586026,
-540952,
-469986,
-555786,
-601564,
-526416,
-601446,
-601440,
-681662,
-512038,
-570898,
-391372,
-319860,
-308672,
-483768,
-586092,
-665178,
-354706,
-456352,
-617142,
-429690,
-416784,
-429790,
-391290,
-469980,
-429740,
-555940,
-483862,
-483880,
-429804,
-366698,
-526428,
-541052,
-429754,
-354738,
-366688,
-416740,
-354632,
-541164,
-456320,
-378900,
-555774,
-541052,
-665134,
-366684,
-366624,
-469976,
-378854,
-308652,
-297618,
-541050,
-403912,
-391228,
-342826,
-416768,
-319920,
-456358,
-555874,
-366688,
-429740,
-354698,
-297628,
-378922,
-497790,
-456360,
-331272,
-391360,
-354682,
-342870,
-378938,
-391312,
-403948,
-255564,
-319774,
-456294,
-342934,
-391374,
-416756,
-429724,
-378976,
-470076,
-456352,
-308632,
-319824,
-297614,
-276128,
-308620,
-354724,
-255660,
-276272,
-245584,
-207496,
-255688,
-331346,
-354620,
-297690,
-366682,
-245548,
-297640,
-255550,
-354688,
-319850,
-286798,
-265768,
-378826,
-245496,
-255652,
-148700,
-189720,
-172776,
-342858,
-319898,
-255526,
-226112,
-342818,
-235810,
-156502,
-265844,
-308638,
-235750,
-276172,
-255580,
-297562,
-235782,
-319906,
-255556,
-198536,
-216818,
-207538,
-207528,
-265762,
-297576,
-164476,
-148726,
-216744,
-331234,
-141044,
-308580,
-226124,
-172650,
-198490,
-207490,
-112592,
-226132,
-235740,
-172658,
-235666,
-235760,
-164420,
-164428,
-207516,
-245594,
-297660,
-308698,
-189734,
-226050,
-216822,
-235742,
-286820,
-164484,
-216716,
-164450,
-265784,
-207542,
-141052,
-156416,
-181060,
-172790,
-148648,
-181058,
-93414,
-198524,
-235764,
-181132,
-207556,
-133546,
-216740,
-181148,
-245610,
-119428,
-141038,
-255574,
-164488,
-189812,
-70472,
-181064,
-198534,
-226182,
-164488,
-156490,
-105926,
-164474,
-198460,
-181092,
-105974,
-112650,
-189742,
-141072,
-141090,
-226154,
-189752,
-148616,
-156488,
-164514,
-164454,
-112606,
-148656,
-189758,
-112598,
-133620,
-198482,
-172668,
-235754,
-133596,
-181098,
-133624,
-133580,
-297626,
-164480,
-148614,
-105914,
-87346,
-140998,
-106030,
-126436,
-156428,
-93372,
-93392,
-141072,
-55476,
-198462,
-148654,
-87350,
-172700,
-87386,
-105976,
-164560,
-119354,
-133576,
-81478,
-119440,
-119424,
-126430,
-126464,
-156416,
-133560,
-172688,
-81512,
-164418,
-133648,
-141092,
-106038,
-126370,
-119390,
-99608,
-126376,
-75922,
-133644,
-42254,
-75948,
-60336,
-75910,
-181090,
-93358,
-99596,
-141064,
-81610,
-156466,
-93412,
-112600,
-119364,
-126392,
-93320,
-38244,
-112572,
-55494,
-189726,
-81544,
-50828,
-112580,
-60286,
-93356,
-81540,
-81586,
-55476,
-87366,
-81556,
-65326,
-75934,
-93358,
-105974,
-105944,
-93324,
-105952,
-87376,
-70554,
-81480,
-50940,
-55466,
-55462,
-87398,
-87338,
-119420,
-55502,
-50834,
-119388,
-50874,
-81538,
-141078,
-55492,
-75940,
-70548,
-112560,
-46466,
-93360,
-105950,
-70586,
-65362,
-21176,
-87380,
-106008,
-65304,
-55538,
-99578,
-55510,
-65254,
-87340,
-93330,
-65326,
-81562,
-112592,
-81536,
-70544,
-99570,
-99574,
-60348,
-50876,
-112588,
-27422,
-50884,
-75918,
-87350,
-55506,
-70462,
-60354,
-65328,
-93348,
-60340,
-93392,
-50842,
-46454,
-99578,
-65284,
-81526,
-46392,
-42252,
-105918,
-70530,
-87386,
-65290,
-65312,
-24220,
-119388,
-34452,
-65330,
-55478,
-55506,
-24186,
-65286,
-42260,
-42266,
-21224,
-46478,
-55528,
-30834,
-42226,
-46434,
-46420,
-42222,
-81528,
-24196,
-27392,
-38268,
-30786,
-27398,
-38236,
-65250,
-34414,
-50884,
-38214,
-38312,
-38244,
-81548,
-30824,
-38230,
-55514,
-50862,
-24188,
-99596,
-50894,
-27408,
-65278,
-30800,
-42256,
-13370,
-76000,
-60304,
-27416,
-34452,
-42280,
-55446,
-50840,
-34394,
-24206,
-21178,
-34404,
-60342,
-38266,
-24174,
-38248,
-38150,
-70560,
-38238,
-34404,
-46472,
-46430,
-24220,
-21182,
-42224,
-50890,
-24228,
-55504,
-27432,
-55422,
-30836,
-42208,
-27428,
-46486,
-27414,
-15796,
-30872,
-27440,
-38232,
-42272,
-24222,
-27434,
-46376,
-11146,
-7336,
-70532,
-11116,
-42244,
-27418,
-38196,
-70566,
-24194,
-15752,
-18354,
-27434,
-38226,
-24188,
-30816,
-24232,
-13330,
-50844,
-21186,
-18346,
-38238,
-27418,
-24206,
-21206,
-18358,
-46496,
-11144,
-11138,
-27420,
-21180,
-46464,
-21178,
-15732,
-42306,
-24246,
-30784,
-24182,
-15798,
-24212,
-46492,
-9150,
-18396,
-27404,
-27452,
-55470,
-5722,
-13352,
-13356,
-30830,
-30840,
-42310,
-42260,
-24180,
-34444,
-24212,
-46484,
-15774,
-34378,
-24198,
-15748,
-30824,
-27444,
-11148,
-27438,
-27398,
-15706,
-42238,
-50784,
-30842,
-7334,
-24198,
-21158,
-15800,
-24212,
-3072,
-27426,
-15756,
-27402,
-4298,
-13370,
-9096,
-27386,
-13364,
-13350,
-9156,
-15738,
-18400,
-1252,
-9170,
-24156,
-42246,
-30846,
-27436,
-34400,
-27394,
-3076,
-24190,
-46490,
-9124,
-13360,
-24188,
-15758,
-5708,
-9084,
-30852,
-13330,
-13358,
-13344,
-11164,
-9136,
-24176,
-5704,
-11098,
-15818,
-21196,
-5692,
-13322,
-18386,
-15752,
-7302,
-5702,
-15766,
-15746,
-9146,
-7348,
-5708,
-21204,
-5714,
-9128,
-15764,
-11120,
-15766,
-11174,
-15754,
-4284,
-2072,
-18354,
-7320,
-13374,
-7292,
-15768,
-7342,
-13330,
-9130,
-9160,
-24188,
-4296,
-9104,
-11154,
-4300,
-7356,
-15772,
-18372,
-5732,
-5710,
-13340,
-7328,
-3098,
-27432,
-15780,
-3084,
-15752,
-15758,
-18340,
-3066,
-5694,
-3086,
-4314,
-7302,
-15772,
-13360,
-4338,
-15740,
-7316,
-7312,
-11122,
-5694,
-18414,
-4290,
-9134,
-5716,
-5740,
-24172,
-9122,
-7318,
-5718,
-9112,
-4292,
-3062,
-9126,
-7298,
-5718,
-672,
-650,
-11172,
-7326,
-5724,
-18412,
-11118,
-2076,
-7326,
-21224,
-7302,
-21192,
-9134,
-1256,
-4290,
-2060,
-7300,
-15804,
-9142,
-1270,
-9164,
-2074,
-2074,
-7346,
-4282,
-238,
-5694,
-5704,
-13362,
-4294,
-3122,
-5730,
-13364,
-5690,
-248,
-13374,
-3084,
-1284,
-9106,
-21200,
-27408,
-9126,
-7330,
-9140,
-24226,
-5740,
-3084,
-5706,
-13342,
-5702,
-9128,
-1250,
-658,
-5724,
-13354,
-24182,
-2080,
-9136,
-1256,
-11166,
-4300,
-5726,
-4306,
-15768,
-3078,
-4322,
-9120,
-5724,
-4304,
-7330,
-11116,
-16,
-250,
-4270,
-2082,
-5700,
-9114,
-1258,
-636,
-652,
-238,
-7324,
-3084,
-4290,
-4322,
-4288,
-15816,
-2088,
-5708,
-2076,
-4304,
-5718,
-7300,
-2110,
-26,
-5730,
-11142,
-5706,
-9116,
-2070,
-9142,
-3108,
-3116,
-4302,
-9084,
-4312,
-3110,
-9126,
-2086,
-4280,
-3072,
0,
-2092,
-3078,
-5686,
-8,
-2092,
-3070,
-34,
-648,
-7322,
-2048,
-34,
-42,
-3070,
-4286,
-3098,
-7356,
-2086,
-1254,
-7362,
-1250,
-7298,
-4288,
-654,
-5734,
-11138,
-650,
-34,
-3116,
-2096,
-11126,
-3112,
-2070,
-3090,
-3076,
-10,
-234,
-38,
-3046,
-2068,
-1272,
-2092,
-240,
-5726,
-4298,
-1274,
-1240,
